image60_size	jp_only	name	image40_href	image40_size	rarity	active_skill	atk_max	id	rcv_scale	team_cost	leader_skill	hp_scale	version	atk_scale	rcv_min	atk_min	rcv_max	monster_points	type3	hp_max	element2	element	type2	max_level	awoken_skills	hp_min	name_jp	image60_href	feed_xp	xp_curve	type	
8609	False	Incognito Queen, Awilda	/static/img/monsters/40x40/2286.812d150be231.png	4301	4	Azure Sea Dragon Broadside	1848	2286	1.0	15	This Ocean Belongs to Me!	1.0	293	1.0	18	528	59	3000	None	3083	1	1	6	99	[15, 15, 15, 15, 15, 5, 5, 5, 5]	685	お忍びの王女・アルビダ	/static/img/monsters/60x60/2286.0de78614911f.png	713.0	4000000	4	
8465	False	Paradise Jade Dragon Caller, Sonia	/static/img/monsters/40x40/2287.6caedcf86338.png	4281	7	Sea Draco Summoning Circle-Wt & Wd	1919	2287	1.0	60	Will You Set Sail With Me?	1.0	395	1.0	83	534	274	15000	None	3038	1	2	6	99	[24, 27, 27, 20, 21, 21, 24, 19]	675	楽園の緑龍喚士・ソニア	/static/img/monsters/60x60/2287.cb67d8ff1dce.png	2513.0	5000000	4	
8842	False	Resting Norn, Urd	/static/img/monsters/40x40/2288.b604ba70f65d.png	4407	6	Space-Time Tuning Circle - Fr / Wt	1688	2288	1.0	40	How About a Break?	1.0	397	1.0	37	938	122	6000	None	3715	0	1	2	99	[27, 21, 15, 28, 15, 29, 15, 19]	1086	休息の時女神・ウルド	/static/img/monsters/60x60/2288.ad133f3cf996.png	1725.0	5000000	5	
8883	False	Paradise Norn, Urd	/static/img/monsters/40x40/2289.08878eedcbb2.png	4398	6	Space-Time Tuning Circle - Fr / Wt	1688	2289	1.0	40	How About a Break?	1.0	397	1.0	37	938	122	6000	None	3715	0	1	6	99	[27, 21, 15, 28, 15, 29, 15, 19]	1086	楽園の時女神・ウルド	/static/img/monsters/60x60/2289.ed0c5c61d568.png	1725.0	5000000	5	
8959	False	Snow-White Beauty, Valkyrie Claire	/static/img/monsters/40x40/2290.4288e02f96cc.png	4330	8	Attack Stance - Dark	1689	2290	1.0	45	Splitting Watermelons is Fun!	1.0	397	1.0	438	996	656	15000	5	2558	1	4	7	99	[27, 26, 26, 21, 27, 28, 34]	1593	雪白の美姫・ヴァルキリークレール	/static/img/monsters/60x60/2290.857ee3345cbd.png	1988.0	6000000	3	
8285	False	Summery Tourist, Chester	/static/img/monsters/40x40/2291.ac0f25cf92d5.png	4278	6	Gravity Room	1410	2291	1.0	17	Summer Vacation is Nice	1.0	396	1.0	179	839	172	5000	None	2605	1	1	7	99	[27, 28, 19, 28, 28, 28]	1002	夏色の旅行者・チェスター	/static/img/monsters/60x60/2291.dff5c11776ab.png	863.0	4000000	4	
7984	False	Bleak Night Daughter, Pandora	/static/img/monsters/40x40/2292.c64475805904.png	4137	7	Secret Box	1484	2292	1.0	35	I Love the Ocean...	1.0	397	1.0	266	680	509	15000	None	3048	1	4	7	99	[26, 27, 27, 28, 21, 26, 19, 21, 37]	1179	冥夜の令嬢・パンドラ	/static/img/monsters/60x60/2292.d3cd73dbde96.png	1575.0	5000000	5	
8849	False	Red Puppeteer, Pure	/static/img/monsters/40x40/2293.022b614b5d07.png	4329	7	Elemental Jammer - Wood	855	2293	1.0	25	Flame Demon Puppetry	1.0	293	1.0	130	503	221	1	None	1442	2	0	None	50	[]	601	赤の人形使い・ピュール	/static/img/monsters/60x60/2293.16eb859bbdbe.png	1200.0	5000000	8	
8908	False	Red Puppet Master of Destruction, Pure Machina	/static/img/monsters/40x40/2294.19f3fc802820.png	4281	8	Elemental Jammer - Wood	1386	2294	1.0	50	Flame Demon Puppetry	1.0	535	1.0	199	770	358	1	None	2885	2	0	None	99	[14, 16, 22, 19, 19, 44, 21]	1154	破壊の赤機操士・ピュール＝マキナ	/static/img/monsters/60x60/2294.b07355ce314f.png	2175.0	5000000	8	
6873	False	Blue Puppeteer, Charité	/static/img/monsters/40x40/2295.8ee3bb183a6b.png	3671	7	Elemental Jammer - Fire	821	2295	1.0	25	Water Demon Puppetry	1.0	293	1.0	140	483	238	1	None	1454	0	1	None	50	[]	606	青の人形使い・シャリテ	/static/img/monsters/60x60/2295.f88c697df91f.png	1200.0	5000000	8	
8658	False	Blue Puppet Master of Rebirth, Charité Machina	/static/img/monsters/40x40/2296.8da02fce046c.png	4285	8	Elemental Jammer - Fire	1330	2296	1.0	50	Water Demon Puppetry	1.0	535	1.0	214	739	385	1	None	2908	0	1	None	99	[15, 14, 23, 19, 19, 44, 21]	1163	再生の青機操士・シャリテ＝マキナ	/static/img/monsters/60x60/2296.d57ca7643b8c.png	2175.0	5000000	8	
7951	False	Green Puppeteer, Courage	/static/img/monsters/40x40/2297.880f52c75323.png	3984	7	Elemental Jammer - Water	842	2297	1.0	25	Wind Demon Puppetry	1.0	293	1.0	130	495	221	1	None	1464	1	2	None	50	[]	610	緑の人形使い・クラジュ	/static/img/monsters/60x60/2297.838ce6e77725.png	1200.0	5000000	8	
8380	False	Green Puppet Master of Creation, Courage Machina	/static/img/monsters/40x40/2298.1940fc9f9974.png	4149	8	Elemental Jammer - Water	1364	2298	1.0	50	Wind Demon Puppetry	1.0	535	1.0	199	758	358	1	None	2928	1	2	None	99	[16, 15, 24, 19, 19, 44, 21]	1171	創造の緑機操士・クラジュ＝マキナ	/static/img/monsters/60x60/2298.e59dacd5617c.png	2175.0	5000000	8	
8333	False	Fire PreDRA	/static/img/monsters/40x40/2299.1fa4cbe396de.png	4383	2	Space-Time Tuning Circle - Fr / Wt	10	2299	1.0	1	Point Redemption - Extra Small	1.0	539	1.0	10	10	10	500	None	10	None	0	None	1	[]	10	ホノぷれドラ	/static/img/monsters/60x60/2299.98007124e90c.png	113.0	2000000	15	
8201	False	Water PreDRA	/static/img/monsters/40x40/2300.bbedeed62906.png	4350	2	Space-Time Tuning Circle - Wt / Wd	10	2300	1.0	1	Point Redemption - Extra Small	1.0	539	1.0	10	10	10	500	None	10	None	1	None	1	[]	10	ミズぷれドラ	/static/img/monsters/60x60/2300.11f61f6deb0c.png	113.0	2000000	15	
8809	False	Wood PreDRA	/static/img/monsters/40x40/2301.3232f1bad586.png	4499	2	Wild Wind	10	2301	1.0	1	Point Redemption - Extra Small	1.0	539	1.0	10	10	10	500	None	10	None	2	None	1	[]	10	モクぷれドラ	/static/img/monsters/60x60/2301.121170c9ac26.png	113.0	2000000	15	
8494	False	Light PreDRA	/static/img/monsters/40x40/2302.7e237e20cd0c.png	4395	2	Purging Thunderdrums	10	2302	1.0	1	Point Redemption - Extra Small	1.0	539	1.0	10	10	10	500	None	10	None	3	None	1	[]	10	ヒカぷれドラ	/static/img/monsters/60x60/2302.f5574e8919a8.png	113.0	2000000	15	
8805	False	Dark PreDRA	/static/img/monsters/40x40/2303.02bb82911535.png	4437	2	Space-Time Tuning Circle - Wd / Fr	10	2303	1.0	1	Point Redemption - Extra Small	1.0	539	1.0	10	10	10	500	None	10	None	4	None	1	[]	10	ヤミぷれドラ	/static/img/monsters/60x60/2303.b5ff0b892af6.png	113.0	2000000	15	
8129	False	Red Cap	/static/img/monsters/40x40/2304.8fe93595c479.png	4066	2	None	506	2304	1.0	7	Fire Power	1.0	293	1.0	11	211	26	1	None	506	None	0	None	25	[]	211	レッドキャップ	/static/img/monsters/60x60/2304.224b5ccbe0bb.png	338.0	1500000	6	
8420	False	Red-Eyed Ghost, Red Cap	/static/img/monsters/40x40/2305.0b25559b32f9.png	4137	3	Healing Hymn	1138	2305	1.0	12	Fire Power	1.0	293	1.0	23	455	58	1	None	1013	None	0	None	70	[]	405	赤目の幽鬼・レッドキャップ	/static/img/monsters/60x60/2305.252f22d3199b.png	563.0	1500000	6	
8507	True	Kappa	/static/img/monsters/40x40/2306.17de3674f8b4.png	4210	2	None	283	2306	1.0	7	Water Power	1.0	293	1.0	15	118	36	1	None	948	None	1	None	25	[]	395	河童	/static/img/monsters/60x60/2306.0dd65d0b8799.png	338.0	1500000	2	
8619	False	Divine Water Messenger, Kappa	/static/img/monsters/40x40/2307.a0cc9bfb2373.png	4291	3	Holy Water Hymn	638	2307	1.0	12	Water Power	1.0	449	1.0	32	255	80	1	None	1895	None	1	None	70	[]	758	水皿の神使・河童	/static/img/monsters/60x60/2307.10c8e2a6cd9f.png	563.0	1500000	2	
7759	True	Furi	/static/img/monsters/40x40/2308.7688d8d94312.png	3948	2	None	226	2308	1.0	7	Wood Power	1.0	293	1.0	98	94	235	1	None	338	None	2	None	25	[]	141	風狸	/static/img/monsters/60x60/2308.93d7cfa573b1.png	338.0	1500000	3	
7755	True	Leopard-Spotted Mystery, Furi	/static/img/monsters/40x40/2309.33b5e556dc87.png	3982	3	Super Power Hymn	508	2309	1.0	12	Wood Power	1.0	293	1.0	212	203	530	1	None	675	None	2	None	70	[]	270	豹紋の妖異・風狸	/static/img/monsters/60x60/2309.7df3915ae067.png	563.0	1500000	3	
7179	True	Zlatorog	/static/img/monsters/40x40/2310.30b4fe9049e8.png	3825	2	None	341	2310	1.0	7	Light Power	1.0	293	1.0	26	142	62	1	None	706	None	3	None	25	[]	294	ズラトロク	/static/img/monsters/60x60/2310.4723e8d71470.png	338.0	1500000	1	
8522	True	Gleaming Horned Protector Beast, Zlatorog	/static/img/monsters/40x40/2311.08d2a475d21e.png	4339	3	Guiding Light Hymn	768	2311	1.0	12	Light Power	1.0	293	1.0	56	307	140	1	None	1413	None	3	None	70	[]	565	煌角の番獣・ズラトロク	/static/img/monsters/60x60/2311.d56234d53258.png	563.0	1500000	1	
7958	False	Cath Palug	/static/img/monsters/40x40/2312.fcb7b26bb468.png	4022	2	None	602	2312	1.0	7	Dark Power	1.0	293	1.0	0	251	0	1	None	418	None	4	None	25	[]	174	キャスパリーグ	/static/img/monsters/60x60/2312.ce7a547f4e57.png	338.0	1500000	7	
8701	False	Demon-Clawed Monster Cat, Cath Palug	/static/img/monsters/40x40/2313.ce6180af7008.png	4298	3	Demon-Vanquishing Hymn	1355	2313	1.0	12	Dark Power	1.0	293	1.0	0	542	0	1	None	835	None	4	None	70	[]	334	魔爪の怪猫・キャスパリーグ	/static/img/monsters/60x60/2313.257df7248960.png	563.0	1500000	7	
8667	False	awoken dancing queen hera-ur	/static/img/monsters/40x40/2314.cb7797cf29ec.png	4277	5	Ur Fever!!	1728	2314	1.0	50	hot hera tunes	1.0	293	1.0	61	1088	122	5000	None	3444	0	0	5	99	[14, 14, 2, 27, 14, 21]	1561	覚醒・ミニへらうるず↑↑	/static/img/monsters/60x60/2314.ab7c222c7905.png	2063.0	5000000	7	
9036	False	divine queen hera	/static/img/monsters/40x40/2315.ef07948bb156.png	4434	5	Ultra Gravity	1696	2315	1.5	50	divine queen's breath	1.5	293	1.5	180	889	308	5000	None	2940	4	4	5	99	[21, 18, 27, 27]	1430	神王妃・ミニへら	/static/img/monsters/60x60/2315.75e9f0399083.png	2063.0	5000000	7	
8909	False	arbiter of judgement, metatron	/static/img/monsters/40x40/2316.75f85fe91756.png	4416	6	Dispelling Breath	1831	2316	1.0	60	arbiter's word	1.0	293	1.0	133	855	333	6000	None	3230	1	4	6	99	[10, 10, 27, 18]	1346	神罰の審理者・ミニめたとろん	/static/img/monsters/60x60/2316.bec74329dec0.png	2475.0	5000000	5	
8667	False	marvelous red dragon caller, sonia	/static/img/monsters/40x40/2317.69ebcf8c0b06.png	4246	7	Draco Summoning Circle-Fr & Dk	1975	2317	1.0	60	magic dragon tribe's essence	1.0	293	1.0	66	693	165	6000	None	3097	4	0	7	99	[22, 22, 26, 26, 21, 19]	1832	絶世の紅龍喚士・ミニそにあ	/static/img/monsters/60x60/2317.2d7d3c491bbc.png	2513.0	5000000	4	
8920	False	Bronzed Beauty, Valkyrie Claire	/static/img/monsters/40x40/2318.2eb2d771734d.png	4311	8	Attack Stance - Dark	1689	2318	1.0	45	Splitting Watermelons is Fun!	1.0	535	1.0	438	996	656	15000	5	2558	1	4	7	99	[27, 26, 26, 21, 27, 28, 34]	1593	琥珀の美姫・ヴァルキリークレール	/static/img/monsters/60x60/2318.68a9730e277e.png	1988.0	6000000	6	
8325	False	Jord	/static/img/monsters/40x40/2319.92cbfea6cda2.png	4120	5	Earth Light Impact	1307	2319	1.0	30	Realm of Ithavoll	1.0	293	1.0	0	769	0	10	None	1258	None	2	None	50	[]	524	ヨルズ	/static/img/monsters/60x60/2319.ecfde67f6f2b.png	1313.0	5000000	5	
9062	False	Awoken Jord	/static/img/monsters/40x40/2320.dd286d50cdc4.png	4408	6	Earth Light Impact	2117	2320	1.0	40	Realm of Ithavoll	1.0	293	1.0	0	1176	0	10	None	2515	3	2	6	99	[21, 24, 27]	1006	覚醒ヨルズ	/static/img/monsters/60x60/2320.692e4e30a596.png	1725.0	5000000	5	
8059	False	divine law goddess, valkyrie rose	/static/img/monsters/40x40/2321.8641e8873019.png	4117	6	Attack Stance - Light	1489	2321	1.0	45	innocent bravery	1.0	293	1.0	438	996	656	5000	None	2308	2	3	5	99	[27, 27, 27, 21, 28]	1593	神命姫神・ミニばるきりーろーず	/static/img/monsters/60x60/2321.6358a7545f9c.png	1913.0	4000000	3	
9219	False	Awoken Viper Orochi	/static/img/monsters/40x40/2322.ca9f340a8fe9.png	4282	7	Eight-Headed Suppression	1000	2322	1.5	30	Eight World Divine Soul	1.5	463	1.5	150	793	282	5000	None	5090	2	1	2	99	[27, 27, 23, 21, 27, 21, 19, 27]	1320	覚醒ヤマタノオロチ	/static/img/monsters/60x60/2322.23abe109f280.png	1388.0	4000000	4	
8236	False	Awoken Susano no Mikoto	/static/img/monsters/40x40/2323.e3d495e3e472.png	4067	7	Blazing Storm Barricade	1386	2323	1.5	30	Annihilating Divine Will	1.5	463	1.5	128	760	298	5000	None	4370	0	2	4	99	[16, 27, 10, 10, 21, 21, 27, 19]	1200	覚醒スサノオノミコト	/static/img/monsters/60x60/2323.1a5bd0151896.png	1388.0	4000000	2	
8670	False	Awoken Amaterasu Ohkami	/static/img/monsters/40x40/2324.6ef232963cee.png	4332	7	Divine Illumination	1011	2324	1.5	35	Divine Healing of the Sun	1.5	521	1.5	255	709	682	5000	None	3821	2	3	2	99	[20, 10, 10, 21, 21, 27, 28, 28]	1170	覚醒アマテラスオオカミ	/static/img/monsters/60x60/2324.f136b8650408.png	1575.0	4000000	3	
8863	False	Awoken Tsukuyomi	/static/img/monsters/40x40/2325.c59f4c7b1615.png	4338	7	World of the Gleaming Moon	1536	2325	1.5	35	Demonic Strike	1.5	500	1.5	173	725	205	5000	None	4372	2	4	7	99	[18, 19, 19, 28, 18, 21, 19, 18]	1080	覚醒ツクヨミ	/static/img/monsters/60x60/2325.801d9bdfaccb.png	1575.0	4000000	2	
8470	False	Shinji&Eva Unit-01, First Awoken Form	/static/img/monsters/40x40/2326.49be028047c1.png	4270	6	I mustn't run away	1823	2326	1.0	25	NERV Specifications	1.0	513	1.0	104	669	218	3000	None	2398	4	1	8	99	[23, 15, 9, 9, 21, 27, 28]	799	シンジ&初号機・第1覚醒形態	/static/img/monsters/60x60/2326.63ce3747a806.png	1163.0	3000000	6	
8104	False	Rei&Eva Unit-00, Core Fusion	/static/img/monsters/40x40/2327.62e0fd3302a0.png	4124	6	I will protect you	1690	2327	1.0	25	Retrofit Specifications	1.0	513	1.0	165	616	347	3000	None	2235	3	3	8	99	[25, 17, 9, 9, 9, 21, 28]	734	レイ&エヴァ零号機・コア融合	/static/img/monsters/60x60/2327.d7634c612c83.png	1163.0	3000000	6	
8634	False	Misato&AAA Wunder, Main Battery Gunfire	/static/img/monsters/40x40/2328.98966c6b8605.png	4264	7	Emergency Launch!	2230	2328	1.0	40	Ship of Hope	1.0	513	1.0	164	672	342	5000	None	2895	3	0	8	99	[22, 27, 21, 10, 10, 20, 27, 27]	918	ミサト&AAAヴンダー・主砲斉射	/static/img/monsters/60x60/2328.5a6ee98b81e7.png	1763.0	4000000	6	
7652	False	Eva Unit-01 TAMADRA	/static/img/monsters/40x40/2329.5cc3153e2648.png	4049	4	I mustn't run away	182	2329	1.0	1	None	1.0	293	1.0	22	182	22	1	None	298	4	1	None	1	[]	298	初号機たまドラ	/static/img/monsters/60x60/2329.a1c4ad7f3240.png	10000.0	2000000	14	
7503	False	Eva Unit-02 TAMADRA	/static/img/monsters/40x40/2330.0ceb51d52a7d.png	4052	4	What are you, stupid?	171	2330	1.0	1	None	1.0	293	1.0	41	171	41	1	None	181	0	0	None	1	[]	181	2号機たまドラ	/static/img/monsters/60x60/2330.72d748462117.png	10000.0	2000000	14	
8172	False	Eva Unit-13 TAMADRA	/static/img/monsters/40x40/2331.b1203102cef7.png	4199	4	Time has come...	192	2331	1.0	1	None	1.0	293	1.0	19	192	19	1	None	247	4	1	None	1	[]	247	13号機たまドラ	/static/img/monsters/60x60/2331.d9640a07fb4b.png	10000.0	2000000	14	
7621	False	Misato TAMADRA	/static/img/monsters/40x40/2332.adf58469b146.png	4068	4	Emergency Launch!	178	2332	1.0	1	None	1.0	293	1.0	28	178	28	1	None	240	3	0	None	1	[]	240	ミサトたまドラ	/static/img/monsters/60x60/2332.8f4ab8b93f06.png	10000.0	2000000	14	
8040	False	Fire Armor Dragon, Sador	/static/img/monsters/40x40/2333.800d86aee4d7.png	4110	5	Flame Charge	1332	2333	1.0	20	Ruby Cowl	1.0	332	1.0	11	701	26	10	None	2626	None	0	4	99	[14, 21]	1094	火の機甲龍・サドル	/static/img/monsters/60x60/2333.edea3b99ff09.png	938.0	4000000	8	
8877	False	Water Armor Dragon, Gienah	/static/img/monsters/40x40/2334.f7abc49f56b8.png	4461	5	Aqua Charge	1244	2334	1.0	20	Sapphire Cowl	1.0	332	1.0	25	581	60	10	None	2684	None	1	4	99	[15, 21]	1285	水の機甲龍・ギェナー	/static/img/monsters/60x60/2334.75733db40593.png	938.0	4000000	8	
8638	False	Thunder Armor Dragon, Albireo	/static/img/monsters/40x40/2335.bafb7808e137.png	4238	5	Heal Barrier	1225	2335	1.0	20	Lightning Condenser	1.0	332	1.0	21	552	50	10	None	2718	None	3	4	99	[9, 9]	1341	雷の機甲龍・アルビレオ	/static/img/monsters/60x60/2335.3845b2db7fb6.png	938.0	4000000	8	
8293	False	Wood Armor Dragon, Becrux	/static/img/monsters/40x40/2336.5a8560f762cd.png	4186	5	Wind Charge	1078	2336	1.0	20	Emerald Cowl	1.0	332	1.0	13	491	31	10	None	3102	None	2	4	99	[16, 21]	1501	木の機甲龍・ベクルックス	/static/img/monsters/60x60/2336.cb45ea7e3d2f.png	938.0	4000000	8	
8806	False	Light Armor Dragon, Acrux	/static/img/monsters/40x40/2337.69564b41826e.png	4443	5	Lightning Charge	1102	2337	1.0	20	Gold Cowl	1.0	307	1.0	8	501	19	10	None	3078	None	3	4	99	[17, 21]	1491	光の機甲龍・アクルックス	/static/img/monsters/60x60/2337.ea91efe64054.png	938.0	4000000	8	
8464	False	Dark Armor Dragon, Gacrux	/static/img/monsters/40x40/2338.ce988dd7d4e7.png	4233	5	Phantom Charge	1230	2338	1.0	20	Metal Cowl	1.0	332	1.0	1	554	2	10	None	2889	None	4	4	99	[18, 21]	1412	闇の機甲龍・ガクルックス	/static/img/monsters/60x60/2338.0021462d57f7.png	938.0	4000000	8	
9432	False	Aegir	/static/img/monsters/40x40/2382.130bc8e61ae9.png	4471	5	Vik Enhance	574	2382	1.5	30	Welcoming Sea God's Jaw	1.5	293	1.5	9	239	22	10	None	2054	None	1	None	50	[]	856	エーギル	/static/img/monsters/60x60/2382.d7e628be18ab.png	1313.0	5000000	5	
9370	False	Awoken Aegir	/static/img/monsters/40x40/2383.c55c77101c1f.png	4361	6	Vik Enhance	1293	2383	1.5	40	Welcoming Sea God's Jaw	1.5	394	1.5	20	517	50	25	None	4108	2	1	2	99	[15, 16, 28]	1643	覚醒エーギル	/static/img/monsters/60x60/2383.fc60b3c7ffb2.png	1725.0	5000000	5	
8915	False	Ruling Firestorm God, Set	/static/img/monsters/40x40/2384.5f1c6a9aad03.png	4261	7	Corona Blast	1689	2384	1.0	35	Burning Instinct	1.0	293	1.0	70	883	126	5000	None	3450	2	0	6	99	[14, 21, 16, 14, 27, 27, 27, 29]	1300	統嵐焦炎神・セト	/static/img/monsters/60x60/2384.0ba892c0a5ec.png	1575.0	4000000	5	
9274	False	Divine Galaxy Goddess, Nut	/static/img/monsters/40x40/2385.348da06896c0.png	4476	7	Celestial Sign	1332	2385	1.0	35	Starry Sky Embrace	1.0	293	1.0	159	712	288	5000	None	3660	1	1	2	99	[15, 27, 19, 15, 27, 15, 15, 29]	1064	占命星雲神・ヌト	/static/img/monsters/60x60/2385.0c7ae0ac9d68.png	1575.0	4000000	5	
9035	False	Soul-Judging God of Dark Riches, Osiris	/static/img/monsters/40x40/2386.4c4e564ceeed.png	4362	7	Forest Sign	1467	2386	1.0	35	Monarchy of Dark Riches	1.0	293	1.0	138	843	368	5000	None	3090	2	2	1	99	[16, 27, 19, 16, 27, 16, 16, 29]	1196	裁魂冥穣神・オシリス	/static/img/monsters/60x60/2386.e8723dd6dc69.png	1575.0	4000000	5	
9196	False	Sacred Life Goddess of the Colored Sky, Hathor	/static/img/monsters/40x40/2387.3b3fe213bc1c.png	4420	7	Heavenly Splash	1281	2387	1.0	35	Exaltation of Sacred Life	1.0	293	1.0	288	656	568	5000	None	2760	1	3	3	99	[17, 21, 15, 17, 17, 17, 28, 19]	1104	彩天聖命神・ハトホル	/static/img/monsters/60x60/2387.d659d95124fc.png	1575.0	4000000	5	
9076	False	Soaring Night Goddess of the Dead, Nephthys	/static/img/monsters/40x40/2388.2f7dacb6c5f7.png	4420	7	Dark Terror Mist	1405	2388	1.0	35	Game of the Dead	1.0	293	1.0	299	725	538	5000	None	2653	0	4	7	99	[18, 21, 14, 18, 18, 18, 29, 28]	981	翔夜冥霊神・ネフティス	/static/img/monsters/60x60/2388.9bf4eb32993e.png	1575.0	4000000	5	
8550	False	Awoken Sakuya	/static/img/monsters/40x40/2389.deb55f4398bd.png	4181	7	Kirin's Boisterous Dance	1570	2389	1.0	40	Destructive Dance of the Four Origins	1.0	499	1.0	256	913	504	5000	None	3378	1	3	3	99	[20, 12, 11, 28, 27, 19, 10, 10, 21]	1271	覚醒サクヤ	/static/img/monsters/60x60/2389.c2c314c24448.png	1763.0	4000000	4	
8992	False	Thought Spinner Norn, Verdandi	/static/img/monsters/40x40/2390.2ab6d1ce6a49.png	4379	7	Space-Time Tuning Circle - Wd / Fr	1567	2390	1.0	50	Green-Red Divine Clock	1.0	535	1.0	251	787	522	15000	8	3455	0	2	1	99	[27, 21, 16, 28, 16, 29, 21, 16, 19]	1262	想紡の時女神・ヴェルダンディ	/static/img/monsters/60x60/2390.222ce4e98c62.png	2138.0	5000000	5	
9199	False	White Rainbow Ark, Noah	/static/img/monsters/40x40/2391.be1a1b0593fe.png	4401	8	Vast Dawn	1113	2391	1.0	40	Divine Ship of World Protection	1.0	293	1.0	0	507	0	10	None	6003	3	1	2	99	[10, 9, 28, 21, 23]	2281	白虹の聖舟神・ノア	/static/img/monsters/60x60/2391.becdb2945371.png	1800.0	4000000	5	
8299	False	Awoken Freyr	/static/img/monsters/40x40/2392.c019b4fa1b84.png	4171	7	Rune Enhance, Fire & Water	1712	2392	1.5	40	Victory Sword Herald	1.5	499	1.5	291	868	137	5000	None	4225	1	0	2	99	[22, 29, 22, 21, 27, 28, 28, 27]	1010	覚醒フレイ	/static/img/monsters/60x60/2392.ceb213db3b2a.png	1763.0	4000000	6	
9032	False	Awoken Idunn&Idunna	/static/img/monsters/40x40/2393.269dce8fb7f8.png	4376	7	Rune Enhance, Water & Dark	1732	2393	1.5	40	Golden Apple Remains	1.5	293	1.5	346	821	219	5000	None	3915	4	1	7	99	[23, 29, 23, 21, 28, 27, 28, 27]	966	覚醒イズン&イズーナ	/static/img/monsters/60x60/2393.f2bcc39b22d0.png	1763.0	4000000	2	
8708	False	Awoken Freyja	/static/img/monsters/40x40/2394.7260a374b534.png	4358	7	Rune Enhance, Wood & Dark	1815	2394	1.5	40	Malice of the Brisingamen	1.5	521	1.5	340	810	260	5000	None	3635	4	2	6	99	[24, 29, 24, 21, 27, 24, 28, 28]	974	覚醒フレイヤ	/static/img/monsters/60x60/2394.dc4de8940b32.png	1763.0	4000000	7	
9313	False	Awoken Thor	/static/img/monsters/40x40/2395.9669554de880.png	4466	7	Rune Enhance, Light & Water	2150	2395	1.5	40	Asmegin Unleashed	1.5	293	1.5	189	900	184	5000	None	3213	1	3	6	99	[25, 29, 25, 21, 21, 28, 28, 25]	1125	覚醒トール	/static/img/monsters/60x60/2395.31875813fae5.png	1763.0	4000000	7	
9070	False	Awoken Loki	/static/img/monsters/40x40/2396.f45b2ce7ffe9.png	4359	7	Rune Enhance, Dark & Light	1662	2396	1.5	40	Trickster's Scheme	1.5	499	1.5	318	841	277	5000	None	3868	3	4	7	99	[26, 29, 26, 21, 28, 27, 28, 27]	987	覚醒ロキ	/static/img/monsters/60x60/2396.dd04297aab23.png	1763.0	4000000	2	
7887	False	Surtr	/static/img/monsters/40x40/2397.49ffd91028b8.png	3959	5	Flame Ocean of Destruction	691	2397	1.5	30	Fire Sword of Eradication	1.5	293	1.5	0	288	0	10	None	1908	None	0	None	50	[]	795	スルト	/static/img/monsters/60x60/2397.4942560ef0e8.png	1313.0	5000000	2	
