ASListID	AwokenSkillOne	AwokenSkillTwo	AwokenSkillThree	AwokenSkillFour	AwokenSkillFive	AwokenSkillSix	AwokenSkillSeven	AwokenSkillEight	AwokenSkillNine
1101	'Recover Bind'	'Auto-Recover'	'Auto-Recover'	NULL	NULL	NULL	NULL	NULL	NULL	
634	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
649	'Resistance-Dark'	'Two-Pronged Attack'	'Resistance-Dark'	NULL	NULL	NULL	NULL	NULL	NULL	
29	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2809	'Extend Time'	'Resistance-Bind'	'Resistance-Bind'	'Enhanced Wood Attribute'	'Enhanced Dark Attribute'	NULL	NULL	NULL	NULL	
1359	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
838	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
652	'Enhanced Fire Attribute'	'Enhanced Heart Orbs'	'Enhanced Fire Attribute'	'Skill Boost'	'Dragon Killer'	'Resistance-Skill Bind'	NULL	NULL	NULL	
3387	'Enhanced Wood Orbs'	'Two-Pronged Attack'	'Resistance-Bind'	'Resistance-Bind'	'Skill Boost'	'Skill Boost'	'Two-Pronged Attack'	'Extend Time'	'Recover Bind'	
2580	'Extend Time'	'Enhanced Dark Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
438	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1226	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2099	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3088	'Enhanced Light Orbs'	'Enhanced Light Orbs'	'Enhanced Heart Orbs'	'Two-Pronged Attack'	'Enhanced Light Orbs'	'Skill Boost'	'Extend Time'	NULL	NULL	
1763	'Skill Boost'	'Auto-Recover'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2441	'Enhanced Light Attribute'	'Enhanced Light Attribute'	'Two-Pronged Attack'	'Skill Boost'	'Extend Time'	NULL	NULL	NULL	NULL	
147	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
716	'Enhanced Light Orbs'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
914	'Enhanced Wood Attribute'	'Enhanced Wood Orbs'	'Enhanced Dark Attribute'	'Recover Bind'	'Skill Boost'	'Skill Boost'	NULL	NULL	NULL	
2767	'Two-Pronged Attack'	'Skill Boost'	'Resistance-Skill Bind'	'Extend Time'	NULL	NULL	NULL	NULL	NULL	
1190	'Enhanced HP'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3245	'Enhanced Dark Attribute'	'Enhanced Dark Attribute'	'Enhanced Dark Attribute'	'Enhanced Dark Attribute'	'Enhanced Dark Attribute'	'Enhanced Fire Attribute'	'Enhanced Fire Attribute'	'Enhanced Fire Attribute'	'Enhanced Fire Attribute'	
2087	'Skill Boost'	'Enhanced Water Orbs'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Resistance-Skill Bind'	NULL	NULL	NULL	NULL	
3539	'Enhanced Fire Orbs'	'Enhanced Fire Orbs'	'Resistance-Skill Bind'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	
1466	'Resistance-Dark'	'Reduce Light Damage'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1460	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2121	'Enhanced Light Attribute'	'Two-Pronged Attack'	'Skill Boost'	'Enhanced Light Attribute'	NULL	NULL	NULL	NULL	NULL	
1091	'Reduce Water Damage'	'Reduce Water Damage'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	
1875	'Reduce Dark Damage'	'Reduce Dark Damage'	'Reduce Dark Damage'	'Reduce Dark Damage'	'Skill Boost'	'Auto-Recover'	'Resistance-Skill Bind'	'Recover Bind'	'Enhanced Fire Attribute'	
2257	'Resistance-Bind'	'Resistance-Bind'	'Skill Boost'	'Auto-Recover'	'Auto-Recover'	'Auto-Recover'	'Auto-Recover'	'Auto-Recover'	'Auto-Recover'	
206	'Auto-Recover'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
316	'Enhanced Fire Orbs'	'Resistance-Bind'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	
2952	'Resistance-Poison'	'Extend Time'	'Resistance-Poison'	'Resistance-Skill Bind'	'Skill Boost'	'Extend Time'	'Two-Pronged Attack'	'Enhanced Light Orbs'	NULL	
587	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1598	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
135	'Two-Pronged Attack'	'Two-Pronged Attack'	'Enhanced Water Attribute'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	
1551	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3516	'Extend Time'	'Extend Time'	'Extend Time'	'Extend Time'	'Skill Boost'	'Resistance-Skill Bind'	'Enhanced Combo'	'Dragon Killer'	NULL	
667	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
688	'Enhanced Attack'	'Enhanced Attack'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1236	'Enhanced Wood Attribute'	'Enhanced Wood Orbs'	'Resistance-Jammers'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	
921	'Skill Boost'	'Enhanced Heart Orbs'	'Enhanced Wood Attribute'	'Enhanced Wood Orbs'	'Enhanced Wood Orbs'	'Enhanced Wood Orbs'	'Enhanced Wood Orbs'	'Enhanced Wood Orbs'	NULL	
2686	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2299	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
435	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1782	'Skill Boost'	'Enhanced Fire Orbs'	'Enhanced Light Attribute'	'Enhanced Light Orbs'	'Enhanced Light Orbs'	'Extend Time'	'Enhanced Fire Orbs'	'Enhanced Light Orbs'	'Skill Boost'	
399	'Auto-Recover'	'Skill Boost'	'Enhanced Fire Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	
3359	'Resistance-Bind'	'Resistance-Bind'	'Skill Boost'	'Extend Time'	'Extend Time'	'Resistance-Skill Bind'	'Skill Boost'	'Recover Bind'	'Extend Time'	
1255	'Resistance-Skill Bind'	'Skill Boost'	'Enhanced Wood Attribute'	'Auto-Recover'	NULL	NULL	NULL	NULL	NULL	
101	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1357	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1175	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
892	'Enhanced Heart Orbs'	'Enhanced Heart Orbs'	'Two-Pronged Attack'	'Skill Boost'	'Devil Killer'	'Resistance-Skill Bind'	NULL	NULL	NULL	
226	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
588	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
982	'Two-Pronged Attack'	'Enhanced Dark Attribute'	'Enhanced Heart Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	
1182	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3281	'Enhanced Heart Orbs'	'Enhanced Heart Orbs'	'Enhanced Heart Orbs'	'Enhanced Heart Orbs'	'Enhanced Heart Orbs'	'Enhanced Heart Orbs'	'Two-Pronged Attack'	'Skill Boost'	NULL	
3087	'Enhanced Light Orbs'	'Enhanced Light Orbs'	'Enhanced Light Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	
518	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1653	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1220	'Enhanced Light Attribute'	'Auto-Recover'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
304	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1421	'Enhanced Dark Orbs'	'Resistance-Skill Bind'	'Two-Pronged Attack'	'Resistance-Bind'	'Skill Boost'	'Resistance-Bind'	'Recover Bind'	'Two-Pronged Attack'	NULL	
1132	'Reduce Fire Damage'	'Reduce Fire Damage'	'Reduce Fire Damage'	'Reduce Fire Damage'	'Reduce Fire Damage'	'Enhanced Fire Orbs'	'Skill Boost'	NULL	NULL	
3059	'Enhanced Heart Orbs'	'Enhanced Heart Orbs'	'Enhanced Light Orbs'	'Enhanced Light Orbs'	'Resistance-Skill Bind'	'Resistance-Skill Bind'	'Skill Boost'	NULL	NULL	
2569	'Enhanced Light Orbs'	'Resistance-Jammers'	'Resistance-Dark'	'Resistance-Skill Bind'	'Multi Boost'	'Skill Boost'	'Extend Time'	'Resistance-Poison'	'Two-Pronged Attack'	
571	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1983	'Skill Boost'	'Two-Pronged Attack'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3521	'Resistance-Bind'	'Resistance-Bind'	'Skill Boost'	'Recover Bind'	'Guard Break'	'Devil Killer'	'Devil Killer'	NULL	NULL	
1664	'Enhanced Wood Orbs'	'Two-Pronged Attack'	'Extend Time'	'Enhanced Wood Orbs'	NULL	NULL	NULL	NULL	NULL	
2988	'Skill Boost'	'Resistance-Skill Bind'	'Extend Time'	NULL	NULL	NULL	NULL	NULL	NULL	
264	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2505	'Skill Boost'	'Enhanced Wood Attribute'	'Skill Boost'	'Enhanced Wood Attribute'	'Enhanced Wood Attribute'	'Resistance-Bind'	'Resistance-Bind'	'Resistance-Skill Bind'	NULL	
2514	'Enhanced Fire Attribute'	'Enhanced Fire Orbs'	'Resistance-Jammers'	'Skill Boost'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Two-Pronged Attack'	NULL	NULL	
2210	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
777	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2727	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
794	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1884	'Skill Boost'	'Skill Boost'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Multi Boost'	NULL	NULL	NULL	NULL	
1987	'Enhanced Fire Orbs'	'Enhanced Fire Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3018	'Enhanced Fire Orbs'	'Skill Boost'	'Extend Time'	'Extend Time'	'Resistance-Skill Bind'	'Enhanced Fire Orbs'	NULL	NULL	NULL	
2639	'Resistance-Poison'	'Skill Boost'	'Extend Time'	'Extend Time'	'Skill Boost'	'Two-Pronged Attack'	NULL	NULL	NULL	
569	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
612	'Reduce Wood Damage'	'Enhanced Wood Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
383	'Enhanced Wood Attribute'	'Enhanced Heart Orbs'	'Enhanced Water Attribute'	'Two-Pronged Attack'	NULL	NULL	NULL	NULL	NULL	
3586	'Enhanced Wood Attribute'	'Enhanced Wood Attribute'	'Resistance-Skill Bind'	'Skill Boost'	'God Killer'	NULL	NULL	NULL	NULL	
55	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
154	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1879	'Skill Boost'	'Enhanced Light Orbs'	'Enhanced Fire Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	
1961	'Skill Boost'	'Enhanced Dark Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1816	'Enhanced Wood Orbs'	'Enhanced Wood Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2023	'Enhanced Water Attribute'	'Resistance-Bind'	'Resistance-Bind'	NULL	NULL	NULL	NULL	NULL	NULL	
3321	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
203	'Recover Bind'	'Auto-Recover'	'Auto-Recover'	NULL	NULL	NULL	NULL	NULL	NULL	
222	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1085	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3105	'Enhanced Wood Attribute'	'Resistance-Skill Bind'	'Skill Boost'	'Enhanced Wood Attribute'	'Skill Boost'	'Enhanced Wood Attribute'	'Enhanced Wood Attribute'	NULL	NULL	
1641	'Enhanced Dark Orbs'	'Enhanced HP'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
935	'Enhanced Fire Orbs'	'Enhanced Fire Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
341	'Enhanced Dark Attribute'	'Skill Boost'	'Enhanced Dark Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	
1369	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3251	'Skill Boost'	'Two-Pronged Attack'	'Extend Time'	'Extend Time'	'Resistance-Skill Bind'	'Two-Pronged Attack'	'Resistance-Dark'	'Resistance-Dark'	NULL	
323	'Enhanced Fire Attribute'	'Skill Boost'	'Enhanced Fire Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	
190	'Reduce Dark Damage'	'Enhanced Dark Orbs'	'Two-Pronged Attack'	NULL	NULL	NULL	NULL	NULL	NULL	
1372	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
563	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
493	'Enhanced Fire Orbs'	'Enhanced Water Orbs'	'Enhanced Wood Orbs'	'Resistance-Bind'	NULL	NULL	NULL	NULL	NULL	
2950	'Enhanced Light Attribute'	'Recover Bind'	'Enhanced Light Orbs'	'Extend Time'	'Enhanced Light Attribute'	'Resistance-Bind'	'Resistance-Bind'	'Skill Boost'	'Resistance-Skill Bind'	
2958	'Two-Pronged Attack'	'Skill Boost'	'Resistance-Skill Bind'	'Enhanced Light Orbs'	'Enhanced Light Orbs'	'Reduce Light Damage'	'Reduce Light Damage'	'Reduce Light Damage'	'Reduce Light Damage'	
3116	'Enhanced Heart Orbs'	'Resistance-Skill Bind'	'Recover Bind'	'Enhanced Light Attribute'	'Auto-Recover'	'Auto-Recover'	'Auto-Recover'	'Auto-Recover'	'Skill Boost'	
1716	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2542	'Enhanced Light Attribute'	'Enhanced Light Orbs'	'Resistance-Bind'	'Enhanced Light Orbs'	'Enhanced Light Orbs'	'Enhanced Light Orbs'	'Enhanced Light Orbs'	'Reduce Dark Damage'	'Reduce Dark Damage'	
509	'Enhanced Light Orbs'	'Reduce Light Damage'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3016	'Skill Boost'	'Skill Boost'	'Extend Time'	NULL	NULL	NULL	NULL	NULL	NULL	
2909	'Enhanced Water Attribute'	'Enhanced Water Attribute'	'Enhanced Water Attribute'	'Skill Boost'	'Resistance-Skill Bind'	'Enhanced Water Attribute'	NULL	NULL	NULL	
1857	'Skill Boost'	'Two-Pronged Attack'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1285	'Enhanced Water Orbs'	'Auto-Recover'	'Enhanced Water Attribute'	'Auto-Recover'	'Skill Boost'	'Multi Boost'	NULL	NULL	NULL	
2714	'Two-Pronged Attack'	'Skill Boost'	'Enhanced Water Orbs'	'Resistance-Skill Bind'	'Enhanced Wood Orbs'	'Enhanced Water Orbs'	'Enhanced Heart Orbs'	'Two-Pronged Attack'	'Extend Time'	
267	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2404	'Enhanced Water Orbs'	'Resistance-Jammers'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3527	'Skill Boost'	'Resistance-Skill Bind'	'Extend Time'	'Extend Time'	'Resistance-Skill Bind'	'Attacker Killer'	'Dragon Killer'	'God Killer'	NULL	
1995	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1257	'Skill Boost'	'Enhanced Fire Attribute'	'Skill Boost'	'Enhanced Fire Attribute'	NULL	NULL	NULL	NULL	NULL	
1295	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
302	'Reduce Light Damage'	'Reduce Light Damage'	'Resistance-Bind'	NULL	NULL	NULL	NULL	NULL	NULL	
1757	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
276	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3525	'Resistance-Bind'	'Resistance-Bind'	'Extend Time'	'Extend Time'	'Skill Boost'	'Skill Boost'	'Resistance-Skill Bind'	'Two-Pronged Attack'	'Two-Pronged Attack'	
969	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2919	'Two-Pronged Attack'	'Two-Pronged Attack'	'Extend Time'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	
909	'Resistance-Bind'	'Resistance-Dark'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3325	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
358	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
641	'Auto-Recover'	'Resistance-Bind'	'Resistance-Bind'	'Recover Bind'	'Skill Boost'	NULL	NULL	NULL	NULL	
17	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
250	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2747	'Two-Pronged Attack'	'Skill Boost'	'Resistance-Dark'	'Enhanced Fire Attribute'	'Two-Pronged Attack'	'Enhanced Fire Orbs'	'Enhanced Fire Orbs'	'Resistance-Skill Bind'	NULL	
680	'Enhanced Dark Orbs'	'Enhanced Water Orbs'	'Enhanced Dark Attribute'	'Two-Pronged Attack'	NULL	NULL	NULL	NULL	NULL	
3347	'Two-Pronged Attack'	'Two-Pronged Attack'	'Extend Time'	'Resistance-Skill Bind'	NULL	NULL	NULL	NULL	NULL	
1614	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
501	'Enhanced Light Orbs'	'Resistance-Skill Bind'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
996	'Enhanced Fire Orbs'	'Enhanced Water Orbs'	'Enhanced Wood Orbs'	'Resistance-Bind'	'Skill Boost'	'Resistance-Skill Bind'	NULL	NULL	NULL	
423	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3490	'Recover Bind'	'Resistance-Jammers'	'Resistance-Dark'	'Resistance-Skill Bind'	'Two-Pronged Attack'	'Extend Time'	'Resistance-Bind'	'Resistance-Bind'	'Skill Boost'	
70	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1140	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
699	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3053	'Enhanced Heart Orbs'	'Enhanced Heart Orbs'	'Enhanced Fire Orbs'	'Enhanced Fire Orbs'	'Resistance-Skill Bind'	'Resistance-Skill Bind'	'Skill Boost'	NULL	NULL	
2397	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2925	'Two-Pronged Attack'	'Enhanced Light Attribute'	'Resistance-Skill Bind'	'Resistance-Dark'	'Skill Boost'	'Skill Boost'	'Two-Pronged Attack'	'Enhanced Light Attribute'	NULL	
39	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1959	'Skill Boost'	'Enhanced Wood Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
168	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
650	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1743	'Enhanced Wood Attribute'	'Enhanced Wood Orbs'	'Resistance-Jammers'	'Skill Boost'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Two-Pronged Attack'	NULL	NULL	
749	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1234	'Enhanced Water Attribute'	'Enhanced Water Orbs'	'Resistance-Dark'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	
2837	'Resistance-Dark'	'Resistance-Dark'	'Enhanced Wood Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	
82	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
726	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3024	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
684	'Enhanced Attack'	'Enhanced Attack'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2081	'Enhanced Wood Orbs'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Skill Boost'	'Resistance-Skill Bind'	'Extend Time'	'Two-Pronged Attack'	NULL	NULL	
3102	'Enhanced Fire Attribute'	'Resistance-Skill Bind'	'Skill Boost'	'Enhanced Fire Attribute'	'Enhanced Fire Orbs'	'Enhanced Fire Orbs'	'Enhanced Fire Orbs'	NULL	NULL	
1270	'Two-Pronged Attack'	'Enhanced Fire Attribute'	'Enhanced Heart Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	
1065	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2074	'Enhanced Water Orbs'	'Resistance-Poison'	'Resistance-Skill Bind'	'Enhanced Water Attribute'	'Enhanced Water Attribute'	'Skill Boost'	'Skill Boost'	'Extend Time'	NULL	
1596	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3222	'Skill Boost'	'Skill Boost'	'Extend Time'	'Resistance-Skill Bind'	'Enhanced Dark Attribute'	'Enhanced Dark Attribute'	'Enhanced Dark Attribute'	'Attacker Killer'	NULL	
35	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
891	'Two-Pronged Attack'	'Skill Boost'	'Resistance-Dark'	'Enhanced Wood Attribute'	'Devil Killer'	'Resistance-Skill Bind'	NULL	NULL	NULL	
1861	'Skill Boost'	'Skill Boost'	'Two-Pronged Attack'	'Two-Pronged Attack'	NULL	NULL	NULL	NULL	NULL	
165	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3200	'Two-Pronged Attack'	'Skill Boost'	'Extend Time'	'Resistance-Skill Bind'	'Resistance-Skill Bind'	'Multi Boost'	NULL	NULL	NULL	
2774	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
121	'Enhanced Dark Attribute'	'Skill Boost'	'Enhanced Dark Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	
2075	'Enhanced Wood Orbs'	'Enhanced Wood Orbs'	'Two-Pronged Attack'	'Resistance-Skill Bind'	'Two-Pronged Attack'	'Skill Boost'	'Skill Boost'	'Extend Time'	NULL	
2134	'Enhanced Dark Orbs'	'Two-Pronged Attack'	'Enhanced Dark Attribute'	'Two-Pronged Attack'	'Skill Boost'	'Skill Boost'	NULL	NULL	NULL	
2250	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2187	'Resistance-Bind'	'Resistance-Bind'	'Skill Boost'	'Enhanced Wood Attribute'	'Enhanced Wood Attribute'	'Recover Bind'	'Skill Boost'	'Enhanced Wood Attribute'	NULL	
1367	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2284	'Enhanced Water Orbs'	'Resistance-Poison'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
365	'Skill Boost'	'Enhanced Water Attribute'	'Enhanced Water Attribute'	'Skill Boost'	'Skill Boost'	'Enhanced Water Attribute'	NULL	NULL	NULL	
360	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2553	'Two-Pronged Attack'	'Two-Pronged Attack'	'Resistance-Skill Bind'	'God Killer'	NULL	NULL	NULL	NULL	NULL	
2056	'Two-Pronged Attack'	'Reduce Dark Damage'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1953	'Two-Pronged Attack'	'Skill Boost'	'Enhanced Dark Attribute'	'Enhanced Wood Attribute'	'Extend Time'	NULL	NULL	NULL	NULL	
1994	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1229	'Enhanced Water Attribute'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
261	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
305	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2644	'Skill Boost'	'Enhanced Wood Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3382	'Two-Pronged Attack'	'Enhanced Fire Attribute'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
233	'Two-Pronged Attack'	'Enhanced Dark Orbs'	'Enhanced HP'	NULL	NULL	NULL	NULL	NULL	NULL	
1373	'Two-Pronged Attack'	'Two-Pronged Attack'	'Resistance-Skill Bind'	'Skill Boost'	'Skill Boost'	'Two-Pronged Attack'	'Reduce Fire Damage'	'Reduce Fire Damage'	NULL	
3112	'Resistance-Bind'	'Resistance-Bind'	'Resistance-Skill Bind'	'Two-Pronged Attack'	'Enhanced Water Attribute'	'Enhanced Water Orbs'	'Enhanced Water Orbs'	'Enhanced Water Orbs'	'Skill Boost'	
1412	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2447	'Enhanced Light Attribute'	'Enhanced Heart Orbs'	'Skill Boost'	'Resistance-Skill Bind'	'Extend Time'	NULL	NULL	NULL	NULL	
1997	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1739	'Enhanced Fire Attribute'	'Enhanced Fire Orbs'	'Resistance-Skill Bind'	'Skill Boost'	'Dragon Killer'	'Enhanced Fire Attribute'	NULL	NULL	NULL	
1921	'Guard Break'	'Enhanced Attack'	'Skill Boost'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Extend Time'	'Extend Time'	NULL	NULL	
2308	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1780	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1375	'Enhanced Light Attribute'	'Resistance-Skill Bind'	'Enhanced Water Attribute'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Skill Boost'	'Two-Pronged Attack'	'Reduce Dark Damage'	'Reduce Dark Damage'	
2148	'Two-Pronged Attack'	'Resistance-Skill Bind'	'Skill Boost'	'Two-Pronged Attack'	'Two-Pronged Attack'	'Skill Boost'	NULL	NULL	NULL	
507	'Enhanced Wood Orbs'	'Reduce Wood Damage'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
3000	'Enhanced Fire Orbs'	'Enhanced Fire Orbs'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
2535	'Enhanced Fire Orbs'	'Enhanced Wood Orbs'	'Enhanced Light Orbs'	'Enhanced Fire Orbs'	'Enhanced Fire Orbs'	'Enhanced Fire Orbs'	'Enhanced Fire Orbs'	'Skill Boost'	'Extend Time'	
173	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
248	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
156	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
774	'Enhanced Wood Orbs'	'Skill Boost'	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
259	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
1878	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	
