MonsterID	MonsterName	MonsterNameJP	Rarity	AttributeOne	AttributeTwo	MonsterTypeOne	MonsterTypeTwo	MaxLevel	MaxHP	MaxATK	MaxRCV	NumOfAwokenSkills	UNKNOWN	LeaderSkillDesc	MonsterCost	ActiveSkillMaxCoolDown	ActiveSkillMaxLevel	ExperienceScale	MonsterTypeThree	UNKNOWNTWO
1993	Hell Lard	ヘル・ラード	4	5	0	9	0	70	1513	1470	90	2	129	Dark attribute cards HP x1.5, ATK x1.5.	10	12	6	300	0	0	
1994	Asmodeus Another Card	アスモディエス アナザー カード	4	5	0	8	0	1	108	108	108	0	0	..	1	14	6	150	0	0	
1995	Fire Hammer Kiriko Another Card	炎鎚のキリコ アナザー カード	4	1	0	8	0	1	108	108	108	0	0	..	1	14	6	150	0	0	
1996	Shinra Sorcerer God Moebius Card	神羅魔導神メビウス カード	4	5	4	8	0	1	108	108	108	0	0	..	1	20	11	150	0	0	
1997	Shinra Sacred Demon God Ark Card	神羅聖魔神アーク カード	4	5	3	8	0	1	108	108	108	0	0	..	1	20	9	150	0	0	
1998	Shinra Light Dragon God Ryuga Card	神羅光龍神リュウガ カード	4	4	4	8	0	1	108	108	108	0	0	..	1	14	7	150	0	0	
1999	Shinra Golden God Maxius Card	神羅黄金神マキシウス カード	4	4	2	8	0	1	108	108	108	0	0	..	1	20	9	150	0	0	
2000	Shinra Ultimate God Kai Card	神羅終極神カイ カード	4	5	4	8	0	1	108	108	108	0	0	..	1	20	9	150	0	0	
2001	Shinra Soul Beast Sai Card	神羅魂獣神サイ カード	4	1	5	8	0	1	108	108	108	0	0	..	1	20	9	150	0	0	
2002	Shinra Sun God Apollo Card	神羅太陽神アポロ カード	4	1	2	8	0	1	108	108	108	0	0	..	1	20	9	150	0	0	
2003	Shinra Sacred Dragon God Saiga Card	神羅聖龍神サイガ カード	4	3	4	8	0	1	108	108	108	0	0	..	1	20	9	150	0	0	
2004	Wafer Man Papa	ウエハーマンパパ	4	4	0	8	0	1	108	108	108	0	0	..	1	12	6	150	0	0	
2006	Avowed Thief, Ishikawa Goemon	天下御免の大泥棒・石川五右衛門	8	1	4	3	1	99	4678	1259	217	4	138	Physical & Dragon type cards ATK x1.2. All attribute cards ATK x5 when HP is less than 20%. ATK x2.5 when HP is less than 50%.	55	20	6	400	0	0	
2007	Sphinx	スフィンクス	5	1	0	9	0	50	1908	825	94	0	138	All attribute cards ATK x5 when attacking with Fire, Water, Wood, Light & Dark orb types at the same time. Physical type cards RCV x1.5.	30	16	11	400	0	0	
2008	Awoken Sphinx	覚醒スフィンクス	6	1	4	9	3	99	3815	1337	153	3	138	All attribute cards ATK x5 when attacking with Fire, Water, Wood, Light & Dark orb types at the same time. Physical type cards RCV x1.5.	40	16	11	400	0	0	
2009	Awoken Horus	覚醒ホルス	7	1	5	9	6	99	3375	1424	570	8	138	All attribute cards ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark. ATK x1 for each additional orb type, up to ATK x5 for all 5 matches. All attribute cards ATK x1.5, RCV x1.5 on the turn a skill is used. ( Multiple skills will not stack )	35	8	5	400	0	0	
2010	Awoken Isis	覚醒イシス	7	2	3	9	6	99	3438	1597	433	8	61	All attribute cards ATK x3 when attacking with 3 of following orb types: Fire, Water, Wood, Light & Dark.	35	7	5	400	0	0	
2011	Awoken Bastet	覚醒バステト	7	3	1	9	2	99	3560	1457	485	8	138	ATK x3 at 5 combos. ATK x0.5 for each additional combo, up to ATK x4 at 7 combos. Wood attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	35	9	6	400	0	0	
2012	Awoken Ra	覚醒ラー	7	4	1	9	6	99	4355	1300	366	8	138	All attribute cards ATK x5 when attacking with Fire, Water, Wood, Light & Dark orb types at the same time. God & Devil attribute cards ATK x2 on the turn a skill is used. ( Multiple skills will not stack )	35	11	5	400	0	0	
2013	Awoken Anubis	覚醒アヌビス	7	5	1	9	6	99	3348	1350	618	8	138	ATK x4 at 9 combos. ATK x2 for each additional combo, up to ATK x10 at 12 combos. Dark attribute cards ATK x2.5 on the turn a skill is used. ( Multiple skills will not stack )	35	12	6	400	0	0	
2014	Student Council President, Lucifer	生徒会長・ルシファー	7	4	5	6	5	99	2628	2006	504	9	138	Light attribute cards HP x2, ATK x1.35, RCV x2. Light attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	40	22	16	400	9	1	
2015	Discipline Committee Chair, Athena	風紀委員長・アテナ	7	3	4	6	5	99	2410	1605	653	6	138	Wood attribute cards HP x1.25, ATK x3. All attribute cards RCV x1.5 on the turn a skill is used. ( Multiple skills will not stack )	50	15	11	500	0	1	
2016	Class Monitor, Athena	学級委員長・アテナ	7	3	4	6	4	99	2410	1605	653	6	138	Wood attribute cards HP x1.25, ATK x3. All attribute cards RCV x1.5 on the turn a skill is used. ( Multiple skills will not stack )	50	15	11	500	0	0	
2017	Scholarship Student, Isis	特待生・イシス	7	2	5	5	4	99	2538	1655	673	8	138	All attribute cards ATK x3 when attacking with 3 of following orb types: Fire, Water, Wood, Light & Dark. ATK x0.5 for each additional orb type, up to ATK x4 for all 5 matches. Healer & Attacker type cards HP x1.5, ATK x1.5.	35	8	6	400	0	1	
2018	Hera-Ur-Senpai	↑↑先輩・ヘラ・ウルズ	6	1	5	9	6	99	2944	1578	122	3	129	God & Devil type cards ATK x2.5.	50	14	7	500	0	0	
2019	School Gang Leader, Gigas	剛腕番長・ギガンテス	6	1	5	3	0	99	4833	1563	-200	3	138	Physical type cards ATK x1.5. While your HP is 70% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit.	35	11	7	400	0	0	
2020	blazing shrine maiden, chiyome	紅焔の舞巫女・ミニちよめ	6	1	1	2	0	99	2738	1390	383	3	121	Balanced type cards HP x2, ATK x2.5.	27	9	5	400	0	1	
2021	phantom god, odin	幻神・ミニおーでぃん	6	1	1	6	0	99	3506	1513	58	6	129	Fire attribute & God type cards HP x1.5, ATK x2.5.	30	20	6	400	0	1	
2022	amaterasu ohkami	ミニあまてらすおおかみ	4	4	4	6	0	70	1756	946	340	3	13	Heal RCV x5 as HP after every orbs elimination.	12	20	11	400	0	1	
2023	water deity, holy isis	聖海神・ミニいしす	4	2	2	6	0	70	1671	893	492	3	61	All attribute cards ATK x3 when attacking with 3 of following orb types: Fire, Water, Wood, Light & Dark.	12	8	6	400	0	1	
2024	yamato takeru	ミニやまとたける	4	1	1	6	0	70	1843	926	317	3	119	ATK x3 when simultaneously clearing 6 connected Fire orbs. ATK x0.5 for each additional orb, up to ATK x4 at 8 connected orb.	12	13	6	400	0	1	
2025	andromeda	ミニあんどろめだ	4	2	2	6	0	70	1792	842	384	3	119	ATK x3 when simultaneously clearing 6 connected Water orbs. ATK x0.5 for each additional orb, up to ATK x4 at 8 connected orb.	12	13	6	400	0	1	
2026	perseus	ミニぺるせうす	4	3	3	6	0	70	1886	922	302	3	119	ATK x3 when simultaneously clearing 6 connected Wood orbs. ATK x0.5 for each additional orb, up to ATK x4 at 8 connected orb.	12	13	6	400	0	1	
2027	sun wukong	ミニそんごくう	4	4	4	6	0	70	1817	918	330	3	119	ATK x3 when simultaneously clearing 6 connected Light orbs. ATK x0.5 for each additional orb, up to ATK x4 at 8 connected orb.	12	13	6	400	0	1	
2028	pandora	ミニぱんどら	4	5	5	6	0	70	1769	906	355	3	119	ATK x3 when simultaneously clearing 6 connected Dark orbs. ATK x0.5 for each additional orb, up to ATK x4 at 8 connected orb.	12	13	6	400	0	1	
2029	Cloud	クラウド	6	4	0	5	0	50	1411	1148	122	0	129	Attacker type cards HP x1.5, ATK x1.5.	12	12	6	400	0	0	
2030	Cloud & Hardy-Daytona	クラウド＆ハーディ＝デイトナ	7	4	4	5	12	99	2323	1759	488	4	133	All attribute cards ATK x3 on the turn a skill is used. ( Multiple skills will not stack )	22	12	6	400	0	0	
2031	Sephiroth	セフィロス	6	5	0	5	0	50	1517	1236	39	0	129	Attacker type cards ATK x3, RCV x1.5.	12	18	6	400	0	0	
2032	Renegade Hero, Sephiroth	堕ちた英雄・セフィロス	7	5	5	5	9	99	3235	2002	63	4	129	Attacker type cards ATK x3, RCV x1.5.	22	18	6	400	0	0	
2033	Squall	スコール	5	1	0	5	0	50	1363	1086	102	0	98	ATK x1.5 at 3 combos. ATK x0.5 for each additional combo, up to ATK x5 at 10 combos.	12	12	6	400	0	0	
2034	Solitary Lion, Squall	孤高の獅子・スコール	6	1	4	5	0	99	2925	2009	166	7	138	Fire attribute cards ATK x1.5. ATK x1.5 at 4 combos. ATK x0.5 for each additional combo, up to ATK x8 at 17 combos.	22	12	6	400	0	0	
2035	Rinoa	リノア	5	2	0	4	0	50	1210	942	320	0	124	All attribute cards ATK x2 when reaching 1 set of Water combo. ATK x1 for each additional combo, up to ATK x4 when reaching 3 combos.	12	12	6	400	0	0	
2036	Sorceress's Successor, Rinoa	魔女の継承者・リノア	6	2	2	4	9	99	2720	1426	578	9	138	Water attribute cards ATK x2. All attribute cards ATK x2 when reaching 2 set of Water combos. ATK x1 for each additional combo, up to ATK x4 when reaching 4 combos.	22	12	6	400	0	0	
2037	Zidane	ジタン	5	3	0	5	0	50	1330	998	168	0	129	Attacker type cards HP x1.5, ATK x1.5, RCV x1.5.	12	12	6	400	0	0	
2038	Trance Zidane	トランス・ジタン	6	3	4	5	0	99	2760	1916	272	9	129	Attacker type cards HP x1.5, ATK x1.5, RCV x1.5.	22	12	6	400	0	0	
2039	Vivi	ビビ	4	5	0	5	0	50	850	1233	148	0	138	Dark attribute cards HP x1.5, ATK x1.5. 100% chance to deal counter Dark damage of 1x damage taken.	10	12	6	400	0	0	
2040	Trance Vivi	トランス・ビビ	5	5	1	5	0	99	1700	1998	239	3	129	Dark attribute cards HP x1.5, ATK x1.5.	20	12	6	400	0	0	
2041	Tidus	ティーダ	5	2	0	3	0	50	1654	811	160	0	119	ATK x3 when simultaneously clearing 6 connected Water orbs.	12	13	7	400	0	0	
2042	Fayth's Dream, Tidus	祈り子の夢・ティーダ	6	2	4	3	0	99	3808	1414	259	9	138	Physical type cards HP x1.5. ATK x3 when simultaneously clearing 6 connected Water orbs.	22	13	7	400	0	0	
2043	Yuna	ユウナ	6	4	0	4	0	50	1219	774	343	0	61	All attribute cards ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark.	12	14	6	400	0	0	
2044	Determined Summoner, Yuna	決意の召喚士・ユウナ	7	4	2	4	0	99	2738	1328	616	4	138	All attribute cards ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark. All attribute cards ATK x1.25 when reaching 6 combos or above.	22	14	6	400	0	0	
2045	Ace	エース	4	1	0	2	0	50	1262	915	185	0	138	Fire attribute cards ATK x3 when HP is greater than 80%. Heal RCV x2 as HP after every orbs elimination.	10	20	6	400	0	0	
2046	Agito Cadet, Ace	アギト候補生・エース	5	1	5	2	0	99	2525	1483	301	3	138	Fire attribute cards ATK x3 when HP is greater than 50%. Heal RCV x2 as HP after every orbs elimination.	20	20	6	400	0	0	
2047	Aemo	エモ	4	3	0	4	0	50	1272	699	332	0	129	Healer type cards ATK x1.5, RCV x1.5.	10	17	6	400	0	0	
2048	Dimensional Travelers, Aemo & Mootie	時空ノ水晶・エモ＆タツノコ	5	3	5	4	6	99	2445	1132	538	9	129	Healer type cards HP x1.5, ATK x1.5, RCV x1.5.	20	17	6	400	0	0	
2049	Wol	ウォル	4	4	0	5	0	50	1534	1056	12	0	129	Attacker type cards ATK x2.5.	10	12	6	400	0	0	
2050	Knight of the Dawn, Wol	黎明のナイト・ウォル	5	4	1	5	3	99	3068	1710	20	3	129	Physical & Attacker type cards ATK x3.	20	12	6	400	0	0	
2051	Fat Chocobo	でぶチョコボ	4	4	0	3	0	35	562	226	0	0	0	..	5	11	2	150	0	0	
2052	Chaos	カオス	5	5	4	9	0	99	3902	1550	0	2	129	Devil type cards ATK x2.5.	12	25	11	300	0	0	
2053	Emperor of Palamecia	パラメキア皇帝	5	2	5	2	9	99	3286	1510	208	2	129	Balanced & Devil type cards ATK x2.	12	25	11	300	0	0	
2054	Cloud of Darkness	暗闇の雲	5	3	5	9	0	99	3466	1767	0	2	129	Devil type cards HP x1.5, ATK x2.	12	25	11	300	0	0	
2055	Zeromus	ゼロムス	5	5	1	9	3	99	4047	1473	0	2	138	Dark attribute cards ATK x2. 100% chance to deal counter Dark damage of 1x damage taken.	12	30	11	300	0	0	
2056	Neo Exdeath	ネオエクスデス	5	4	4	2	9	99	3752	1426	119	2	138	Light attribute cards ATK x1.5. 50% Dark damage reduction.	12	19	8	300	0	0	
2057	Gilgamesh	ギルガメッシュ	6	1	2	5	3	99	3568	1513	59	2	131	Fire attribute cards ATK x3 when HP is greater than 50%.	12	14	5	400	0	0	
2058	Kefka	ケフカ	5	5	0	9	0	50	2232	937	0	0	129	Devil type cards HP x2.	12	30	11	400	0	0	
2059	Dancing Mad, Kefka	妖星乱舞・ケフカ	6	5	1	9	6	99	4165	1517	0	2	129	Devil type cards HP x2.	22	30	11	400	0	0	
2060	Cloud's Buster Sword	クラウドのバスターソード	5	4	0	8	0	1	100	500	60	0	0	..	1	12	6	150	0	0	
2061	Sephiroth's Masamune	セフィロスの正宗	5	5	0	8	0	1	100	500	60	0	0	..	1	18	6	150	0	0	
2062	Squall's Gunblade	スコールのガンブレード	5	1	0	8	0	1	100	500	60	0	0	..	1	12	6	150	0	0	
2063	Rinoa's Pinwheel	リノアの円月輪	5	2	0	8	0	1	100	500	60	0	0	..	1	12	6	150	0	0	
2064	Zidane's Mage Masher	ジタンのメイジマッシャー	5	3	0	8	0	1	100	500	60	0	0	..	1	12	6	150	0	0	
2065	Tidus's Brotherhood	ティーダのフラタニティ	5	4	0	8	0	1	100	500	60	0	0	..	1	13	7	150	0	0	
2066	Yuna's Staff	ユウナのロッド	5	2	0	8	0	1	100	500	60	0	0	..	1	14	6	150	0	0	
2067	Extreme King Metal TAMADRA	超絶キンメタたまドラ	7	5	0	8	0	1	1000	1	1	0	0	..	1	15	6	150	0	0	
2068	Aamir	アーミル	5	5	3	9	0	50	1152	450	270	0	125	All attribute cards ATK x5 when Earth Light Carbuncle, Moonlight Carbuncle in the same team.	30	18	11	400	0	0	
2069	Black Beast Demon's Servant, Aamir	黒獣魔の子分・アーミル	6	5	3	9	4	99	2305	1013	608	3	125	All attribute cards ATK x5 when Earth Light Carbuncle, Moonlight Carbuncle in the same team.	40	18	11	400	0	0	
2070	Tinnin & Metatron	ティンニン＆メタトロン	7	4	4	1	4	99	2835	1255	644	9	138	Light attribute cards ATK x4 when HP is full. Light attribute cards ATK x4 when HP is less than 50%. Healer & Dragon type cards ATK x1.5, RCV x1.5.	35	11	5	400	0	0	
2071	Yo TAMADRA	ヨウたまドラ	5	2	0	8	0	1	314	239	62	0	0	..	1	15	7	150	0	0	
2072	Tinnin TAMADRA	ティンニンたまドラ	5	4	0	8	0	1	295	191	111	0	0	..	1	11	5	150	0	0	
2073	Awoken Leilan	覚醒レイラン	7	1	1	3	5	99	4035	1707	202	8	61	All attribute cards ATK x4 when attacking with 3 of following orb types: Fire, Wood, Light & Heart.	40	13	5	400	0	0	
2074	Awoken Karin	覚醒カリン	7	2	2	1	5	99	3545	1851	284	8	61	All attribute cards ATK x4 when attacking with 3 of following orb types: Water, Wood, Dark & Heart.	40	13	5	400	0	0	
2075	Awoken Meimei	覚醒メイメイ	7	3	3	3	5	99	4175	1804	106	8	61	All attribute cards ATK x4 when attacking with 3 of following orb types: Wood, Light, Dark & Heart.	40	13	5	400	0	0	
2076	Awoken Haku	覚醒ハク	7	5	2	6	4	99	3193	1441	609	8	61	All attribute cards ATK x4 when attacking with 3 of following orb types: Fire, Water, Dark & Heart.	40	13	5	400	0	0	
2077	Green Gleaming Star Kirin, Sakuya	翠輝星の麒麟・サクヤ	8	4	3	6	3	99	4028	1470	384	9	138	All attribute cards ATK x5 when attacking with Fire, Water, Wood & Light orb types at the same time. God attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	45	15	6	400	1	0	
2078	Blazing Goddess of Power, Kali	劫火の威女神・カーリー	8	5	1	6	1	99	3325	1774	355	9	61	All attribute cards ATK x7 when attacking with Fire, Water, Wood, Dark & Heart orb types at the same time.	70	12	6	500	0	0	
2079	Divine General of the Sun, Krishna	日輪の勇将神・クリシュナ	7	1	1	6	2	99	3235	1567	263	4	138	All attribute cards ATK x1.5 when reaching 1 set of Fire combo. ATK x1.5 for each additional combo, up to ATK x4.5 when reaching 3 combos. Matched attribute ATK x1.5 when matching exactly 5 connected orbs with at least 1 enhanced orb.	35	15	10	400	0	0	
2080	Wise and Moral Goddess, Sarasvati	知徳の麗女神・サラスヴァティ	7	2	2	6	4	99	2615	1300	608	4	138	All attribute cards ATK x2.5 when reaching 2 set of Water combos. ATK x2.5 for each additional combo, up to ATK x5 when reaching 3 combos. Matched attribute ATK x1.5 when matching exactly 5 connected orbs with at least 1 enhanced orb.	35	15	10	400	0	0	
2081	Divine Creator of Order, Vishnu	秩序の創界神・ヴィシュヌ	7	3	3	6	5	99	2765	1730	306	7	124	All attribute cards ATK x2.5 when reaching 1 set of Wood combo. ATK x1 for each additional combo, up to ATK x3.5 when reaching 2 combos.	35	15	10	400	0	0	
2082	Scholarly God of Fortune, Ganesha	招財の学問神・ガネーシャ	7	4	4	6	4	99	2425	1368	640	7	54	Get x2 coins after a battle.	35	24	12	400	0	0	
2083	Magic Hand Slayer Goddess, Durga	魔掌の討女神・ドゥルガー	7	5	2	6	9	99	3323	1722	223	4	61	All attribute cards ATK x5 when attacking with 4 of following orb types: Fire, Water, Wood, Dark & Heart.	35	13	6	400	0	0	
2084	Capricious Summon, Fat Chocobo	きまぐれ召喚・でぶチョコボ	5	4	4	3	0	99	5082	726	0	9	129	Light attribute cards HP x2.5.	10	11	2	400	0	0	
2085	Kitty's Festa Joker	キティズフェスタ★ジョーカー	6	5	5	1	9	99	2505	1030	338	2	17	70% Dark damage reduction.	25	20	16	300	0	0	
2086	Hello Kitty & Tyrannos	キティ＆ティラノス	6	1	1	2	1	99	2900	1398	330	5	129	Fire attribute cards ATK x2.5, RCV x2.	30	10	5	300	0	0	
2087	Kerokerokeroppi & Plesios	けろっぴ＆プレシオス	6	2	2	3	1	99	3882	1305	93	5	129	Water attribute cards ATK x2.5, RCV x2.	30	7	5	300	0	0	
2088	My Melody & Brachys	メロディ＆ブラキオス	6	3	3	2	1	99	2959	1378	324	5	129	Wood attribute cards ATK x2.5, RCV x2.	30	14	5	300	0	0	
2089	TAMADRApurin A La Mode	たまドラプリン☆アラモード	7	4	4	3	0	99	5003	1053	116	9	105	50% RCV reduction and all attribute cards ATK x3.5.	30	15	5	400	0	0	
2090	Princess Valkitty Heart	プリンセス・ヴァルキティハート	7	4	4	4	0	99	2880	1335	600	9	100	All attribute cards ATK x4 on the turn a skill is used. ( Multiple skills will not stack )	30	11	4	400	0	0	
2091	Mighty Dragon Emperor, Lifive	剛龍帝・リファイブ	6	1	0	1	0	99	3570	1664	10	3	138	ATK x3 when simultaneously clearing 6 connected Fire orbs. Dragon type cards ATK x1.2, RCV x1.2.	50	23	11	500	0	0	
2092	Storm Mighty Dragon Emperor, Lifive	爆天の剛龍帝・リファイブ	7	1	4	1	6	99	3720	1814	40	5	119	ATK x3 when simultaneously clearing 6 connected Fire orbs.	80	23	11	500	0	0	
2093	Phoenix Rider	フェニックスライダー	5	1	2	5	0	50	1145	869	218	0	136	Fire attribute cards ATK x2. Water attribute cards RCV x1.5.	8	11	6	150	0	0	
2094	Phoenix Rider, Valen	フェニックスライダー・ヴァレン	6	1	2	5	4	99	2290	1508	353	6	138	Fire attribute cards ATK x2. Water attribute cards RCV x1.5. All attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	13	11	6	300	0	0	
2095	Kraken Rider	クラーケンライダー	5	2	4	5	0	50	1411	989	0	0	138	Water attribute cards ATK x2. Light attribute cards HP x1.5. All attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	8	11	6	150	0	0	
2096	Kraken Rider, Nell	クラーケンライダー・ネル	6	2	4	5	9	99	2823	1702	70	6	138	Water attribute cards ATK x2. Light attribute cards HP x1.5. All attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	13	11	6	300	0	0	
2097	Griffin Rider	グリフォンライダー	5	3	5	5	0	50	1106	962	168	0	136	Wood attribute cards ATK x2. Dark attribute cards HP x1.5.	8	10	6	150	0	0	
2098	Griffin Rider, Gilliam	グリフォンライダー・ギリアム	6	3	5	5	9	99	2213	1659	272	6	136	Wood attribute cards ATK x2. Dark attribute cards HP x1.5.	13	10	6	300	0	0	
2099	Unicorn Rider	ユニコーンライダー	5	4	1	5	0	50	931	899	287	0	138	Light attribute cards ATK x2. Fire attribute cards RCV x1.5. All attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	8	11	6	150	0	0	
2100	Unicorn Rider, Liene	ユニコーンライダー・リーネ	6	4	1	5	4	99	1863	1526	464	6	138	Light attribute cards ATK x2. Fire attribute cards RCV x1.5. All attribute cards ATK x1.5 on the turn a skill is used. ( Multiple skills will not stack )	13	11	6	300	0	0	
2101	Cerberus Rider	ケルベロスライダー	5	5	3	5	0	50	1025	1173	0	0	136	Dark attribute cards ATK x2. Wood attribute cards HP x1.5.	8	7	6	150	0	0	
2102	Cerberus Rider, Jize	ケルベロスライダー・ジゼ	6	5	3	5	9	99	2250	2001	60	6	136	Dark attribute cards ATK x2. Wood attribute cards HP x1.5.	13	7	6	300	0	0	
2103	Zhou Yu	周瑜	5	2	2	4	0	70	2368	1283	472	0	129	Healer type cards ATK x3.	20	14	11	400	0	0	
2104	Graceful General, Zhou Yu	秀麗の智将軍・周瑜	6	2	3	4	1	99	2435	1220	507	3	129	Healer type cards ATK x3.	30	14	11	400	0	0	
2105	Toyama Taste, Himi Udon	富山の色彩・氷見うどん	6	4	1	3	5	99	3493	1433	206	7	129	Light attribute & Physical type cards HP x2, ATK x2.	30	10	7	400	0	0	
2106	Archer, Zell	弓使い・ゼル	3	3	0	5	0	50	878	500	53	0	129	Wood attribute cards ATK x1.5.	5	11	7	150	0	0	
2107	Hunter, Zell	ハンター・ゼル	4	3	3	5	0	99	1755	1125	101	2	129	Wood attribute cards ATK x2.	10	11	7	250	0	0	
2108	Esper, No.41	エスパー・41号	3	4	0	2	0	50	711	446	139	0	129	Light attribute cards ATK x1.5.	5	10	6	150	0	0	
2109	Superhuman, No.41	超人・41号	4	4	2	2	0	99	1423	1003	263	2	129	Light attribute cards ATK x2.	10	10	6	250	0	0	
